food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Philly Cheese Steak,100g,250 cal,1050 kJ,1 sandwich (120 g),300 cal,1260 kJ,1 oz. (28 g),70 cal,294 kJ
Pizza,100g,267 cal,1121 kJ,1 slice (102 g),272 cal,1143 kJ,1 oz. (28 g),75 cal,314 kJ
Pork Chop,100g,225 cal,945 kJ,1 chop (131 g),295 cal,1238 kJ,1 oz. (28 g),63 cal,265 kJ
Potato Salad,100g,143 cal,601 kJ,1/3 cup (95 g),136 cal,571 kJ,1 oz. (28 g),40 cal,168 kJ
Pulled Pork Sandwich,100g,211 cal,886 kJ,1 sandwich (261 g),551 cal,2312 kJ,1 oz. (28 g),59 cal,248 kJ
Ramen,100g,447 cal,1877 kJ,"1 package, dry (85 g)",380 cal,1595 kJ,1 oz. (28 g),125 cal,526 kJ
Ravioli,100g,203 cal,853 kJ,5 ravioli (66 g),134 cal,563 kJ,1 oz. (28 g),57 cal,239 kJ
Reuben Sandwich,100g,208 cal,874 kJ,1 sandwich (308 g),641 cal,2692 kJ,1 oz. (28 g),58 cal,245 kJ
Roast Beef,100g,111 cal,466 kJ,1 slice (21 g),23 cal,98 kJ,1 oz. (28 g),31 cal,130 kJ
Roast Dinner,100g,198 cal,832 kJ,1 slice (121 g),240 cal,1007 kJ,1 oz. (28 g),55 cal,233 kJ
Samosa,100g,214 cal,899 kJ,1 samosa (50 g),107 cal,450 kJ,1 oz. (28 g),60 cal,252 kJ
Sausage Roll,100g,350 cal,1470 kJ,1 roll (103 g),361 cal,1514 kJ,1 oz. (28 g),98 cal,412 kJ
Sausage Rolls,100g,297 cal,1247 kJ,1 roll (34 g),101 cal,424 kJ,1 oz. (28 g),83 cal,349 kJ
Shepherds Pie,100g,70 cal,294 kJ,1 pie (227 g),159 cal,667 kJ,1 oz. (28 g),20 cal,82 kJ
Shrimp Cocktail,100g,464 cal,1949 kJ,1 oz. (28 g),130 cal,546 kJ,1 oz. (28 g),130 cal,546 kJ
Sloppy Joe,100g,71 cal,298 kJ,1/2 cup (142 g),101 cal,423 kJ,1 oz. (28 g),20 cal,83 kJ
Sloppy Joes,100g,154 cal,647 kJ,1 bun (258 g),397 cal,1669 kJ,1 oz. (28 g),43 cal,181 kJ
Spaghetti Bolognese,100g,132 cal,554 kJ,1 serving (283 g),374 cal,1568 kJ,1 oz. (28 g),37 cal,155 kJ
Spring Roll,100g,250 cal,1050 kJ,1 roll (140 g),350 cal,1470 kJ,1 oz. (28 g),70 cal,294 kJ
Spring Rolls,100g,250 cal,1050 kJ,1 roll (140 g),350 cal,1470 kJ,1 oz. (28 g),70 cal,294 kJ
Taco,100g,217 cal,911 kJ,1 taco (98 g),213 cal,893 kJ,1 oz. (28 g),61 cal,255 kJ
Tandoori Chicken,100g,113 cal,475 kJ,1 serving (175 g),198 cal,831 kJ,1 oz. (28 g),32 cal,133 kJ
Yorkshire Pudding,100g,553 cal,2323 kJ,1 pudding (15 g),83 cal,348 kJ,1 oz. (28 g),155 cal,650 kJ
Arbyƒ??s Grand Turkey Club,100g,210 cal,882 kJ,1 sandwich (233 g),489 cal,2055 kJ,1 oz. (28 g),59 cal,247 kJ
Arbyƒ??s Reuben,100g,208 cal,874 kJ,1 sandwich (308 g),641 cal,2692 kJ,1 oz. (28 g),58 cal,245 kJ
Arbyƒ??s Roast Beef Classic,100g,234 cal,983 kJ,1 burger (154 g),360 cal,1514 kJ,1 oz. (28 g),66 cal,275 kJ
Arbyƒ??s Roast Beef Max,100g,234 cal,983 kJ,1 burger (154 g),360 cal,1514 kJ,1 oz. (28 g),66 cal,275 kJ
BBQ Rib,100g,212 cal,890 kJ,1 rib (67 g),142 cal,596 kJ,1 oz. (28 g),59 cal,249 kJ
Bean Burrito,100g,200 cal,840 kJ,1 burrito (190 g),380 cal,1596 kJ,1 oz. (28 g),56 cal,235 kJ
Big Nƒ?? Tasty,100g,223 cal,937 kJ,1 sandwich (232 g),517 cal,2174 kJ,1 oz. (28 g),62 cal,262 kJ
Bratwurst,100g,333 cal,1399 kJ,1 piece (85 g),283 cal,1189 kJ,1 oz. (28 g),93 cal,392 kJ
Burger King Angry Whopper,100g,255 cal,1071 kJ,1 burger (290 g),740 cal,3106 kJ,1 oz. (28 g),71 cal,300 kJ
Burger King Double Whopper,100g,239 cal,1004 kJ,1 burger (374 g),894 cal,3755 kJ,1 oz. (28 g),67 cal,281 kJ
Burger King Double Whopper with Cheese,100g,249 cal,1046 kJ,1 sandwich (399 g),994 cal,4174 kJ,1 oz. (28 g),70 cal,293 kJ
Burger King Original Chicken Sandwich,100g,301 cal,1264 kJ,1 sandwich (219 g),659 cal,2768 kJ,1 oz. (28 g),84 cal,354 kJ
Burger King Premium Alaskan Fish Sandwich,100g,259 cal,1088 kJ,1 burger (228 g),591 cal,2481 kJ,1 oz. (28 g),73 cal,305 kJ
Burger King Triple Whopper,100g,269 cal,1130 kJ,1 burger (547 g),1471 cal,6181 kJ,1 oz. (28 g),75 cal,316 kJ
Burger King Whopper,100g,231 cal,970 kJ,1 burger (291 g),672 cal,2823 kJ,1 oz. (28 g),65 cal,272 kJ
Burger King Whopper Jr.,100g,234 cal,983 kJ,1 burger (148 g),346 cal,1455 kJ,1 oz. (28 g),66 cal,275 kJ
Burger King Whopper with Cheese,100g,241 cal,1012 kJ,1 burger (315 g),759 cal,3188 kJ,1 oz. (28 g),67 cal,283 kJ
Cheeseburger,100g,263 cal,1105 kJ,1 burger (156 g),410 cal,1724 kJ,1 oz. (28 g),74 cal,309 kJ
Chicken Breast,100g,163 cal,685 kJ,1 piece (71 g),116 cal,486 kJ,1 oz. (28 g),46 cal,192 kJ
Chicken Fajita,100g,147 cal,617 kJ,1 sandwich (222 g),326 cal,1370 kJ,1 oz. (28 g),41 cal,173 kJ
Chicken McNuggets,100g,302 cal,1268 kJ,1 nugget (16 g),48 cal,203 kJ,1 oz. (28 g),85 cal,355 kJ
Chicken Nuggets,100g,296 cal,1243 kJ,1 piece (20 g),59 cal,249 kJ,1 oz. (28 g),83 cal,348 kJ
Chicken Pizziola,100g,141 cal,592 kJ,1 sandwich (320 g),451 cal,1894 kJ,1 oz. (28 g),39 cal,166 kJ
Chicken Sandwich,100g,241 cal,1012 kJ,1 sandwich (170 g),410 cal,1720 kJ,1 oz. (28 g),67 cal,283 kJ
Chicken Teriyaki Sandwich,100g,138 cal,580 kJ,1 sandwich (266 g),367 cal,1543 kJ,1 oz. (28 g),39 cal,162 kJ
Chicken Wings,100g,324 cal,1361 kJ,1 piece (29 g),94 cal,395 kJ,1 oz. (28 g),91 cal,381 kJ
Chop Suey,100g,172 cal,722 kJ,1 serving (340 g),585 cal,2455 kJ,1 oz. (28 g),48 cal,202 kJ
Curly Fries,100g,311 cal,1306 kJ,1 serving (128 g),398 cal,1672 kJ,1 oz. (28 g),87 cal,366 kJ
Double Cheeseburger,100g,267 cal,1121 kJ,1 burger (155 g),414 cal,1738 kJ,1 oz. (28 g),75 cal,314 kJ
Egg Roll,100g,250 cal,1050 kJ,1 roll (80 g),200 cal,840 kJ,1 oz. (28 g),70 cal,294 kJ
Falafel,100g,335 cal,1407 kJ,1 patty (17 g),57 cal,239 kJ,1 oz. (28 g),94 cal,394 kJ
Filet-o-Fish,100g,282 cal,1184 kJ,1 sandwich (142 g),400 cal,1681 kJ,1 oz. (28 g),79 cal,332 kJ
Fish and Chips,100g,195 cal,819 kJ,1 serving (300 g),585 cal,2457 kJ,1 oz. (28 g),55 cal,229 kJ
Fish Sandwich,100g,273 cal,1147 kJ,1 sandwich (158 g),431 cal,1812 kJ,1 oz. (28 g),76 cal,321 kJ
French Fries,100g,312 cal,1310 kJ,1 serving (71 g),222 cal,930 kJ,1 oz. (28 g),87 cal,367 kJ
Grilled Chicken Salad,100g,88 cal,370 kJ,1 salad (305 g),268 cal,1129 kJ,1 oz. (28 g),25 cal,104 kJ
Ham Sandwich,100g,241 cal,1012 kJ,1 sandwich (146 g),352 cal,1478 kJ,1 oz. (28 g),67 cal,283 kJ
Hamburger,100g,254 cal,1067 kJ,1 sandwich (110 g),279 cal,1174 kJ,1 oz. (28 g),71 cal,299 kJ
Hot Dog,100g,269 cal,1130 kJ,1 hot dog (116 g),312 cal,1311 kJ,1 oz. (28 g),75 cal,316 kJ
Italian BMT,100g,183 cal,769 kJ,1 sandwich (224 g),410 cal,1723 kJ,1 oz. (28 g),51 cal,215 kJ
Lasagna,100g,132 cal,554 kJ,1 piece (130 g),172 cal,720 kJ,1 oz. (28 g),37 cal,155 kJ
McDonaldƒ??s Big Mac,100g,256 cal,1075 kJ,1 burger (219 g),561 cal,2354 kJ,1 oz. (28 g),72 cal,301 kJ
McDonaldƒ??s Cheeseburger,100g,263 cal,1105 kJ,1 sandwich (114 g),300 cal,1260 kJ,1 oz. (28 g),74 cal,309 kJ
McDonaldƒ??s Chicken Nuggets,100g,297 cal,1247 kJ,1 nugget (16 g),48 cal,200 kJ,1 oz. (28 g),83 cal,349 kJ
McDonaldƒ??s Double Cheeseburger,100g,282 cal,1184 kJ,1 burger (155 g),437 cal,1835 kJ,1 oz. (28 g),79 cal,332 kJ
McDonaldƒ??s Filet-o-Fish,100g,275 cal,1155 kJ,1 sandwich (142 g),391 cal,1640 kJ,1 oz. (28 g),77 cal,323 kJ
McDonaldƒ??s McChicken,100g,251 cal,1054 kJ,1 burger (143 g),359 cal,1507 kJ,1 oz. (28 g),70 cal,295 kJ
McDonaldƒ??s McDouble,100g,252 cal,1058 kJ,1 burger (160 g),403 cal,1693 kJ,1 oz. (28 g),71 cal,296 kJ
McDonaldƒ??s McMuffi Egg,100g,225 cal,945 kJ,1 burger (129 g),290 cal,1219 kJ,1 oz. (28 g),63 cal,265 kJ
McDonaldƒ??s McRib,100g,265 cal,1113 kJ,1 sandwich (170 g),451 cal,1892 kJ,1 oz. (28 g),74 cal,312 kJ
McDonaldƒ??s Mighty Wings,100g,308 cal,1294 kJ,1 wing (31 g),95 cal,401 kJ,1 oz. (28 g),86 cal,362 kJ
McRib,100g,265 cal,1113 kJ,1 sandwich (170 g),451 cal,1892 kJ,1 oz. (28 g),74 cal,312 kJ
Meatball Sandwich,100g,161 cal,676 kJ,1 sandwich (299 g),481 cal,2021 kJ,1 oz. (28 g),45 cal,189 kJ
Nachos with Cheese,100g,306 cal,1285 kJ,10 nachos (188 g),575 cal,2416 kJ,1 oz. (28 g),86 cal,360 kJ
Onion Rings,100g,411 cal,1726 kJ,1 ring (6.5 g),25 cal,104 kJ,1 oz. (28 g),115 cal,483 kJ
Poutine,100g,227 cal,953 kJ,1 serving (225 g),511 cal,2144 kJ,1 oz. (28 g),64 cal,267 kJ
Smoked Salmon,100g,158 cal,664 kJ,1 oz. (28.35 g),44 cal,186 kJ,1 oz. (28 g),44 cal,186 kJ
Spicy Italian,100g,219 cal,920 kJ,1 sandwich (219 g),480 cal,2015 kJ,1 oz. (28 g),61 cal,258 kJ
Subway Club Sandwich,100g,131 cal,550 kJ,1 sandwich (238 g),312 cal,1309 kJ,1 oz. (28 g),37 cal,154 kJ
Tortilla Wrap,100g,271 cal,1138 kJ,1 wrap (63 g),171 cal,717 kJ,1 oz. (28 g),76 cal,319 kJ
Tuna,100g,86 cal,361 kJ,1 oz. (28.35 g),24 cal,101 kJ,1 oz. (28 g),24 cal,101 kJ
Turkey,100g,104 cal,437 kJ,1 oz. (28.35 g),29 cal,122 kJ,1 oz. (28 g),29 cal,122 kJ
Veggie Burger,100g,181 cal,760 kJ,1 burger (215 g),389 cal,1634 kJ,1 oz. (28 g),51 cal,213 kJ
Veggie Delight,100g,138 cal,580 kJ,1 sandwich (166 g),229 cal,963 kJ,1 oz. (28 g),39 cal,162 kJ
Veggie Patty,100g,390 cal,1638 kJ,1 sandwich (247 g),963 cal,4046 kJ,1 oz. (28 g),109 cal,459 kJ
Wendyƒ??s Baconator,100g,304 cal,1277 kJ,1 burger (276 g),839 cal,3525 kJ,1 oz. (28 g),85 cal,358 kJ
Wendyƒ??s Jr. Bacon Cheeseburger,100g,261 cal,1096 kJ,1 burger (161 g),420 cal,1765 kJ,1 oz. (28 g),73 cal,307 kJ
Wendyƒ??s Jr. Cheeseburger,100g,225 cal,945 kJ,1 burger (129 g),290 cal,1219 kJ,1 oz. (28 g),63 cal,265 kJ
Wendyƒ??s Son of Baconator,100g,321 cal,1348 kJ,1 burger (218 g),700 cal,2939 kJ,1 oz. (28 g),90 cal,377 kJ
Whopper,100g,231 cal,970 kJ,1 burger (291 g),672 cal,2823 kJ,1 oz. (28 g),65 cal,272 kJ
Zinger,100g,256 cal,1075 kJ,1 sandwich (202 g),517 cal,2172 kJ,1 oz. (28 g),72 cal,301 kJ
Zinger Burger,100g,256 cal,1075 kJ,1 sandwich (202 g),517 cal,2172 kJ,1 oz. (28 g),72 cal,301 kJ
Anchovy,100g,131 cal,550 kJ,3 oz. (85 g),111 cal,468 kJ,1 oz. (28 g),37 cal,154 kJ
Bluefish,100g,159 cal,668 kJ,1 fillet (117 g),186 cal,782 kJ,1 oz. (28 g),45 cal,187 kJ
Bream,100g,135 cal,567 kJ,1 serving (125 g),169 cal,709 kJ,1 oz. (28 g),38 cal,159 kJ
Butterfish,100g,187 cal,785 kJ,1 fillet (25 g),47 cal,196 kJ,1 oz. (28 g),52 cal,220 kJ
Calamari,100g,175 cal,735 kJ,1 piece (12 g),21 cal,88 kJ,1 oz. (28 g),49 cal,206 kJ
Carp,100g,162 cal,680 kJ,1 fillet (170 g),275 cal,1156 kJ,1 oz. (28 g),45 cal,190 kJ
Caviar,100g,264 cal,1109 kJ,1 tbsp (16 g),42 cal,177 kJ,1 oz. (28 g),74 cal,311 kJ
Clam,100g,148 cal,622 kJ,3 oz. (85 g),126 cal,529 kJ,1 oz. (28 g),41 cal,174 kJ
Cod,100g,105 cal,441 kJ,1 fillet (180 g),189 cal,794 kJ,1 oz. (28 g),29 cal,123 kJ
Crawfish,100g,82 cal,344 kJ,1 crawfish (12 g),10 cal,41 kJ,1 oz. (28 g),23 cal,96 kJ
Crayfish,100g,87 cal,365 kJ,3 oz. (85 g),74 cal,310 kJ,1 oz. (28 g),24 cal,102 kJ
Eel,100g,236 cal,991 kJ,1 oz. (28.4 g),66 cal,277 kJ,1 oz. (28 g),66 cal,277 kJ
Fish Fingers,100g,290 cal,1218 kJ,1 stick (28 g),81 cal,341 kJ,1 oz. (28 g),81 cal,341 kJ
Fish Sticks,100g,290 cal,1218 kJ,1 stick (28 g),81 cal,341 kJ,1 oz. (28 g),81 cal,341 kJ
Flounder,100g,86 cal,361 kJ,1 fillet (127 g),109 cal,458 kJ,1 oz. (28 g),24 cal,101 kJ
Grouper,100g,118 cal,496 kJ,1 fillet (202 g),238 cal,1002 kJ,1 oz. (28 g),33 cal,139 kJ
Haddock,100g,90 cal,378 kJ,1 fillet (150 g),135 cal,567 kJ,1 oz. (28 g),25 cal,106 kJ
Hake,100g,71 cal,298 kJ,1 fillet (113 g),80 cal,337 kJ,1 oz. (28 g),20 cal,83 kJ
Halibut,100g,111 cal,466 kJ,1/2 fillet (200 g),222 cal,932 kJ,1 oz. (28 g),31 cal,130 kJ
Herring,100g,203 cal,853 kJ,1 fillet (143 g),290 cal,1220 kJ,1 oz. (28 g),57 cal,239 kJ
Hoki,100g,121 cal,508 kJ,1 serving (70 g),85 cal,356 kJ,1 oz. (28 g),34 cal,142 kJ
Kipper,100g,217 cal,911 kJ,1 fillet (40 g),87 cal,364 kJ,1 oz. (28 g),61 cal,255 kJ
Ling,100g,109 cal,458 kJ,1 fillet (151 g),165 cal,692 kJ,1 oz. (28 g),31 cal,128 kJ
Lobster,100g,89 cal,374 kJ,1 lobster (150 g),134 cal,561 kJ,1 oz. (28 g),25 cal,105 kJ
Mackerel,100g,262 cal,1100 kJ,1 fillet (88 g),231 cal,968 kJ,1 oz. (28 g),73 cal,308 kJ
Milkfish,100g,190 cal,798 kJ,3 oz. (85 g),162 cal,678 kJ,1 oz. (28 g),53 cal,223 kJ
Monkfish,100g,97 cal,407 kJ,3 oz. (85 g),82 cal,346 kJ,1 oz. (28 g),27 cal,114 kJ
Mullet,100g,150 cal,630 kJ,1 fillet (93 g),140 cal,586 kJ,1 oz. (28 g),42 cal,176 kJ
Mussel,100g,172 cal,722 kJ,3 oz. (85 g),146 cal,614 kJ,1 oz. (28 g),48 cal,202 kJ
Octopus,100g,164 cal,689 kJ,3 oz. (85 g),139 cal,586 kJ,1 oz. (28 g),46 cal,193 kJ
Pickerel,100g,111 cal,466 kJ,1 fillet (127 g),141 cal,592 kJ,1 oz. (28 g),31 cal,130 kJ
Pickled Herring,100g,262 cal,1100 kJ,1 cup (140 g),367 cal,1540 kJ,1 oz. (28 g),73 cal,308 kJ
Pike,100g,113 cal,475 kJ,1/2 fillet (155 g),175 cal,736 kJ,1 oz. (28 g),32 cal,133 kJ
Plaice,100g,91 cal,382 kJ,1 serving (100 g),91 cal,382 kJ,1 oz. (28 g),25 cal,107 kJ
Pollack,100g,111 cal,466 kJ,1/2 fillet (151 g),168 cal,704 kJ,1 oz. (28 g),31 cal,130 kJ
Red Snapper,100g,128 cal,538 kJ,1 fillet (170 g),218 cal,915 kJ,1 oz. (28 g),36 cal,151 kJ
Redfish,100g,94 cal,395 kJ,1 serving (57 g),54 cal,225 kJ,1 oz. (28 g),26 cal,111 kJ
Rollmops,100g,171 cal,718 kJ,1 rollmops (65 g),111 cal,467 kJ,1 oz. (28 g),48 cal,201 kJ
Salmon,100g,206 cal,865 kJ,1/2 fillet (178 g),367 cal,1540 kJ,1 oz. (28 g),58 cal,242 kJ
Sardines,100g,208 cal,874 kJ,1 cup (149 g),310 cal,1302 kJ,1 oz. (28 g),58 cal,245 kJ
Scallops,100g,111 cal,466 kJ,1 scallop (10 g),11 cal,47 kJ,1 oz. (28 g),31 cal,130 kJ
Scampi,100g,84 cal,353 kJ,1 scampi (10 g),8 cal,35 kJ,1 oz. (28 g),24 cal,99 kJ
Sea Bass,100g,124 cal,521 kJ,1 fillet (124 g),154 cal,646 kJ,1 oz. (28 g),35 cal,146 kJ
Shad,100g,252 cal,1058 kJ,1 fillet (144 g),363 cal,1524 kJ,1 oz. (28 g),71 cal,296 kJ
Shark,100g,130 cal,546 kJ,3 oz. (85 g),111 cal,464 kJ,1 oz. (28 g),36 cal,153 kJ
Smelt,100g,124 cal,521 kJ,3 oz. (85 g),105 cal,443 kJ,1 oz. (28 g),35 cal,146 kJ
Sole,100g,86 cal,361 kJ,1 fillet (127 g),109 cal,458 kJ,1 oz. (28 g),24 cal,101 kJ
Squid,100g,92 cal,386 kJ,1 oz. (28.4 g),26 cal,108 kJ,1 oz. (28 g),26 cal,108 kJ
Sturgeon,100g,135 cal,567 kJ,1 cup (136 g),184 cal,771 kJ,1 oz. (28 g),38 cal,159 kJ
Sushi,100g,150 cal,630 kJ,1 piece (26 g),39 cal,164 kJ,1 oz. (28 g),42 cal,176 kJ
Swordfish,100g,172 cal,722 kJ,1 piece (106 g),182 cal,765 kJ,1 oz. (28 g),48 cal,202 kJ
Triggerfish,100g,93 cal,391 kJ,1 oz. (28.4 g),26 cal,109 kJ,1 oz. (28 g),26 cal,109 kJ
Trout,100g,190 cal,798 kJ,1 fillet (62 g),118 cal,495 kJ,1 oz. (28 g),53 cal,223 kJ
Tuna,100g,132 cal,554 kJ,1/2 fillet (154 g),203 cal,853 kJ,1 oz. (28 g),37 cal,155 kJ
Tuna Salad,100g,187 cal,785 kJ,1 cup (205 g),383 cal,1609 kJ,1 oz. (28 g),52 cal,220 kJ
Turbot,100g,122 cal,512 kJ,1/2 fillet (159 g),194 cal,814 kJ,1 oz. (28 g),34 cal,143 kJ
Wahoo,100g,167 cal,701 kJ,1 serving (100 g),167 cal,701 kJ,1 oz. (28 g),47 cal,196 kJ
Whitefish,100g,172 cal,722 kJ,1 fillet (154 g),265 cal,1112 kJ,1 oz. (28 g),48 cal,202 kJ
Whiting,100g,116 cal,487 kJ,1 fillet (72 g),84 cal,351 kJ,1 oz. (28 g),32 cal,136 kJ
Zander,100g,84 cal,353 kJ,1 fillet (62 g),52 cal,219 kJ,1 oz. (28 g),24 cal,99 kJ
Acai,100g,70 cal,294 kJ,1 oz. (28.35 g),20 cal,82 kJ,1 oz. (28 g),20 cal,82 kJ
Apple,100g,52 cal,218 kJ,1 apple (182 g),95 cal,397 kJ,1 oz. (28 g),15 cal,61 kJ
Applesauce,100g,68 cal,286 kJ,1 cup (246 g),167 cal,704 kJ,1 oz. (28 g),19 cal,80 kJ
Apricot,100g,48 cal,202 kJ,1 apricot (35 g),17 cal,71 kJ,1 oz. (28 g),13 cal,57 kJ
Avocado,100g,160 cal,672 kJ,1 avocado (200 g),320 cal,1344 kJ,1 oz. (28 g),45 cal,188 kJ
Banana,100g,89 cal,374 kJ,1 banana (125 g),111 cal,468 kJ,1 oz. (28 g),25 cal,105 kJ
Blackberries,100g,43 cal,181 kJ,1 cup (144 g),62 cal,261 kJ,1 oz. (28 g),12 cal,51 kJ
Blood Oranges,100g,50 cal,210 kJ,1 serving (140 g),70 cal,294 kJ,1 oz. (28 g),14 cal,59 kJ
Blueberries,100g,57 cal,239 kJ,1 cup (148 g),84 cal,354 kJ,1 oz. (28 g),16 cal,67 kJ
Cantaloupe,100g,34 cal,143 kJ,1 wedge (69 g),23 cal,99 kJ,1 oz. (28 g),10 cal,40 kJ
Cherries,100g,50 cal,210 kJ,1 cherry (8 g),4 cal,17 kJ,1 oz. (28 g),14 cal,59 kJ
Clementine,100g,47 cal,197 kJ,1 clementine (74 g),35 cal,146 kJ,1 oz. (28 g),13 cal,55 kJ
Cranberries,100g,46 cal,193 kJ,1 cup (100 g),46 cal,193 kJ,1 oz. (28 g),13 cal,54 kJ
Currants,100g,56 cal,235 kJ,1 cup (112 g),63 cal,263 kJ,1 oz. (28 g),16 cal,66 kJ
Custard Apple,100g,101 cal,424 kJ,1 custard apple (135 g),136 cal,572 kJ,1 oz. (28 g),28 cal,119 kJ
Dates,100g,282 cal,1184 kJ,1 date (7.1 g),20 cal,83 kJ,1 oz. (28 g),79 cal,332 kJ
Figs,100g,74 cal,311 kJ,1 fig (50 g),37 cal,156 kJ,1 oz. (28 g),21 cal,87 kJ
Fruit salad,100g,50 cal,210 kJ,1 cup (249 g),125 cal,523 kJ,1 oz. (28 g),14 cal,59 kJ
Grapes,100g,69 cal,290 kJ,1 cup (151 g),104 cal,438 kJ,1 oz. (28 g),19 cal,81 kJ
Greengage,100g,41 cal,172 kJ,1 fruit (5 g),2 cal,9 kJ,1 oz. (28 g),11 cal,48 kJ
Guava,100g,68 cal,286 kJ,1 guava (55 g),37 cal,157 kJ,1 oz. (28 g),19 cal,80 kJ
Jackfruit,100g,95 cal,399 kJ,1 cup (151 g),143 cal,602 kJ,1 oz. (28 g),27 cal,112 kJ
Jujube,100g,79 cal,332 kJ,1 oz. (28.35 g),22 cal,93 kJ,1 oz. (28 g),22 cal,93 kJ
Kiwi,100g,61 cal,256 kJ,1 liwi (183 g),112 cal,468 kJ,1 oz. (28 g),17 cal,72 kJ
Lemon,100g,29 cal,122 kJ,1 lemon (58 g),17 cal,71 kJ,1 oz. (28 g),8 cal,34 kJ
Lime,100g,30 cal,126 kJ,1 lime (67 g),20 cal,84 kJ,1 oz. (28 g),8 cal,35 kJ
Lychees,100g,66 cal,277 kJ,1 lychee (10 g),7 cal,28 kJ,1 oz. (28 g),18 cal,78 kJ
Mandarin Oranges,100g,53 cal,223 kJ,1 mandarin orange (88 g),47 cal,196 kJ,1 oz. (28 g),15 cal,62 kJ
Mango,100g,60 cal,252 kJ,1 mango (336 g),202 cal,847 kJ,1 oz. (28 g),17 cal,71 kJ
Minneola,100g,64 cal,269 kJ,1 minneola (109 g),70 cal,293 kJ,1 oz. (28 g),18 cal,75 kJ
Mulberries,100g,43 cal,181 kJ,1 cup (140 g),60 cal,253 kJ,1 oz. (28 g),12 cal,51 kJ
Nectarine,100g,44 cal,185 kJ,1 nectarine (150 g),66 cal,278 kJ,1 oz. (28 g),12 cal,52 kJ
Olives,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 oz. (28 g),32 cal,135 kJ
Orange,100g,47 cal,197 kJ,1 orange (131 g),62 cal,258 kJ,1 oz. (28 g),13 cal,55 kJ
Papaya,100g,43 cal,181 kJ,1 fruit (500 g),215 cal,905 kJ,1 oz. (28 g),12 cal,51 kJ
Passion Fruit,100g,97 cal,407 kJ,1 passoin fruit (18 g),17 cal,73 kJ,1 oz. (28 g),27 cal,114 kJ
Peach,100g,39 cal,164 kJ,1 peach (150 g),59 cal,246 kJ,1 oz. (28 g),11 cal,46 kJ
Pear,100g,57 cal,239 kJ,1 pear (178 g),101 cal,425 kJ,1 oz. (28 g),16 cal,67 kJ
Persimmon,100g,127 cal,533 kJ,1 fruit (25 g),32 cal,133 kJ,1 oz. (28 g),36 cal,149 kJ
Physalis,100g,49 cal,206 kJ,1 berry (5 g),2 cal,10 kJ,1 oz. (28 g),14 cal,58 kJ
Pineapple,100g,50 cal,210 kJ,1 pineapple (905 g),453 cal,1901 kJ,1 oz. (28 g),14 cal,59 kJ
Plantains,100g,122 cal,512 kJ,1 plantain (179 g),218 cal,916 kJ,1 oz. (28 g),34 cal,143 kJ
Plum,100g,46 cal,193 kJ,1 plum (66 g),30 cal,127 kJ,1 oz. (28 g),13 cal,54 kJ
Pomegranate,100g,83 cal,349 kJ,1 pomegranate (282 g),234 cal,984 kJ,1 oz. (28 g),23 cal,98 kJ
Quince,100g,57 cal,239 kJ,1 quince (92 g),52 cal,220 kJ,1 oz. (28 g),16 cal,67 kJ
Raisins,100g,299 cal,1256 kJ,1 cup (145 g),434 cal,1821 kJ,1 oz. (28 g),84 cal,352 kJ
Rambutan,100g,82 cal,344 kJ,1 rambutan (9 g),7 cal,31 kJ,1 oz. (28 g),23 cal,96 kJ
Raspberries,100g,52 cal,218 kJ,1 cup (123 g),64 cal,268 kJ,1 oz. (28 g),15 cal,61 kJ
Rhubarb,100g,21 cal,88 kJ,1 stalk (51 g),11 cal,45 kJ,1 oz. (28 g),6 cal,25 kJ
Starfruit,100g,31 cal,130 kJ,1 star fruit (91 g),28 cal,118 kJ,1 oz. (28 g),9 cal,36 kJ
Strawberries,100g,32 cal,134 kJ,1 cup (152 g),49 cal,204 kJ,1 oz. (28 g),9 cal,38 kJ
Tamarind,100g,239 cal,1004 kJ,1 tamarind (2 g),5 cal,20 kJ,1 oz. (28 g),67 cal,281 kJ
Tangerine,100g,53 cal,223 kJ,1 tangerine (88 g),47 cal,196 kJ,1 oz. (28 g),15 cal,62 kJ
Watermelon,100g,30 cal,126 kJ,1 wedge (286 g),86 cal,360 kJ,1 oz. (28 g),8 cal,35 kJ
Almond Extract,100ml,374 cal,1571 kJ,1 tbsp (10 ml),37 cal,157 kJ,1 fl. oz. (30 ml),112 cal,471 kJ
Anise,100g,337 cal,1415 kJ,1 tsp (2.1 g),7 cal,28 kJ,1 oz. (28 g),94 cal,396 kJ
Anise Seed,100g,337 cal,1415 kJ,1 tsp (2.1 g),7 cal,28 kJ,1 oz. (28 g),94 cal,396 kJ
Arrowroot,100g,65 cal,273 kJ,1 root (33 g),21 cal,90 kJ,1 oz. (28 g),18 cal,76 kJ
Arugula,100g,25 cal,105 kJ,1 leaf (2 g),1 cal,2 kJ,1 oz. (28 g),7 cal,29 kJ
Balsamic Vinegar,100ml,88 cal,370 kJ,1 tbsp (16 ml),14 cal,59 kJ,1 fl. oz. (30 ml),26 cal,111 kJ
